,Unnamed: 0,state_x,midwest,zip,cbsa_code,city,state_y,team,msa
22361,2212,3,1,44053,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22368,2218,3,1,44146,17460,BEDFORD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22369,2219,3,2,44123,17460,EUCLID,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22376,2225,3,1,44131,17460,INDEPENDENCE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22380,2227,3,2,44095,17460,EASTLAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22386,2232,3,1,44117,17460,EUCLID,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22422,2261,3,1,44089,17460,VERMILION,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22424,2262,3,1,44122,17460,BEACHWOOD,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22425,2263,3,1,44142,17460,BROOKPARK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22426,2264,3,1,44147,17460,BROADVIEW HEIGHTS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22449,2279,3,1,44217,17460,CRESTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22479,2297,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22481,2298,3,1,44851,17460,NEW LONDON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22491,2305,3,1,44133,17460,NORTH ROYALTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22497,2311,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22500,2312,3,1,44203,17460,BARBERTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22507,2315,3,2,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22527,2324,3,1,44035,17460,ELYRIA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22534,2330,3,1,44129,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22535,2331,3,1,44039,17460,NORTH RIDGEVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22543,2339,3,1,44138,17460,OLMSTED FALLS,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22544,2340,3,1,44149,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22550,2346,3,1,44092,17460,WICKLIFFE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22558,2352,3,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22559,2353,3,1,44094,17460,WILLOUGHBY,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22575,2367,3,1,44024,17460,CHARDON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22576,2368,3,1,44072,17460,NOVELTY,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22577,2369,3,1,44110,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22578,2370,3,1,44123,17460,EUCLID,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22579,2371,3,1,44124,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22581,2372,3,1,44141,17460,BRECKSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22583,2373,3,1,44333,17460,AKRON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22591,2380,3,1,44052,17460,LORAIN,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22592,2381,3,1,44102,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22603,2389,3,1,44134,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22609,2393,3,1,44129,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22621,2402,3,1,44281,17460,WADSWORTH,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22629,2408,3,1,44119,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22635,2413,3,1,44212,17460,BRUNSWICK,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22642,2420,3,1,44110,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22643,2421,3,1,44109,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22666,2435,3,1,44054,17460,SHEFFIELD LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22667,2436,3,1,44077,17460,PAINESVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22681,2446,3,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22682,2447,3,2,44215,17460,CHIPPEWA LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22696,2459,3,1,44149,17460,STRONGSVILLE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22705,2467,3,1,44125,17460,CLEVELAND,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22713,2473,3,1,44054,17460,SHEFFIELD LAKE,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22714,2474,3,1,44133,17460,NORTH ROYALTON,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22739,2491,3,1,44256,17460,MEDINA,OH,CLE,"Cleveland-Elyria-Mentor, OH"
22756,2504,3,1,44060,17460,MENTOR,OH,CLE,"Cleveland-Elyria-Mentor, OH"
